ko	en
미안하지만 종이 한 장 다시 주세요.	I am sorry but give me one more sheet of paper.
나는 대한항공 승무원이 평생 직업이기를 희망해요.	I wish to be a cabin crew member for Korean Airlines as my my lifelong career.
앞으로 어떻게 하면 될까 걱정하지 말아요.	Don't worry about what to do next.
너희 회사 제품에 대해선 정확하게 모르겠네요.	I don't exactly know what your prodcuts are.
당신을 사랑했기 때문에 이해하고 만나러 갔습니다.	I understood and came to see you cause I love you.
예약 완료 후 답장 부탁드려요.	Please answer after booking.
토니는 방과 후에 영어 공부를 해요.	Tony studies English after school.
남편이 도착했을 때 이미 어머니는 돌아가셨다.	His mother already passed away when the husband arrived.
따라서 세계화된 사회에 살아가기 위해서는 영어가 필요합니다.	Therefore, English is necessary for living in a globalized society.
요즘 좋은 휴대폰이 많기 때문이에요.	Because there are lots of good cellphones these days.
지금까지 여행을 다니면서 문제가 있었던 적은 없었습니다.	I haven't had any problems traveling.
우리가 연습한 춤은 싸이의 '강남 스타일'이었습니다.	The dance we practiced was 'Gangnam Style' by PSY.
누군가의 의해 만들어진 당신은 진짜 당신이 아니다.	If you are made by someone else, that is not the real you.
우리 반 학생들은 너무 야한 옷을 입지 않았으면 좋겠어.	I hope the students in my class avoid wearing vulgar clothes.
열심히 노력해서 가고 싶은 대학교 합격했으면 좋겠다.	I hope that I can get into my dream college by trying my best.
곧 2개의 출원을 의뢰할 거예요.	I am going to request for two applications soon.
그럴 때마다 항상 많이 이해해주셔서 정말 감사합니다.	I appreciate every time you understand me with kindness.
그런데 단 한 번도 당신과 같은 서류를 요구한 적이 없습니다.	But I never asked for the same document as yours.
사업의 부당한 거래는 한국은 법적으로 해결 할 수 있습니다.	Unfair business deals can be settled legally in Korea. 
친구와 편하게 식사를 즐길 수 있어요.	I can enjoy my meal comfortably with friends.
3분 무료통화권이 모두 소진되셨네요.	3 minutes coupon of free calls has been expired.
그가 지역신문에 짧은 글을 올렸어요.	He contributed a short essay to a local newspaper.
나는 내일 학교를 가야 해서 술을 별로 많이 마시지 않았어.	I didn't drink much because I have to go to school tomorrow.
우리가 얘기할 시간은 지금밖에 없어.	Now is the only time we can talk.
지난 주에 포항지사에 신년회 첫번째 모임에 갔습니다.	We had a first New Year's meeting at Po-Hang branch last week.
당신이 제시한 10% 로얄티를 내게 주지 마세요.	Don't give me 10% royalty that you suggested.
리치호텔 전화번호는 031-917-0803입니다.	The number of Ritch hotel is 031-917-0803.
나는 일을 하느라 잠시 너의 메시지에 대답하지 못했습니다.	I couldn't answer your message because I was working busily.
나는 확인 하지 않은 상태에서 너에게 돈을 줬어.	I gave you money without confirmation.
오늘 여자친구한테 빼빼로를 받았어.	Today I got Peperos from my girlfriend.
영업비밀 침해에 대한 규제 개선 방안에 관한 연구	This charge is a clearance fee on imported goods.
무슨 일을 하는지보다 어떻게 하느냐가 중요해.	How to do it is more important than what to do.
고등학교 동창생들과 골프를 했어요.	I played golf with my high school alumni.
제품이 도착한 지 보름이 넘었는데 아직 판매를 못 하고 있습니다.	I've been unable to sell the product when it has past over 15days.
우체국에 전화해서 박스 위 봉투를 뜯어보라고 전하세요.	Please call the post office and tell them to open the envelope on the box.
내가 다시 확인하지 않도록 해주세요.	Please don't make me recheck.
당신이 행복해지길 제가 항상 기도하고 있어요.	I am always praying for your happiness.
우리는 비슷한 이름을 가졌지만 동일 인물이 아닙니다.	We have a similar name, but we are not the same person.
치안이 안전해서 여자 혼자 여행하기 좋은 곳이라고 말했어.	I said the public security there was good for women to travel alone.
요즘 날씨는 너무 예측하기 어려워요.	The weather is so unpredictable these days.
나는 대략 한 시간 정도 이 창고를 돌아 보기를 원합니다.	I want to look around this warehouse for about an hour.
저는 분홍색 하면 바로 봄날의 벚꽃이 생각이 나요.	The color Pink reminds me of the Cherry Blossoms in Spring.
우리는 조용히 사진을 찍으면서 성당을 구경했어요.	We went on looking through the church whilst quietly taking photos.
거의 모든 학생이 방과 후 학원에서 시간을 보냅니다.	Most of the students spend their time in the academy after school.
남자 친구한테 사진 좀 보내 줄게요.	I will send photos to my boyfriend.
이 드라마는 코믹 미스터리 수사물이야.	This drama is a comic, mystery and investigation genre.
일단 손님 화를 풀어 드리고 손님의 마음을 이해한다고 했습니다.	First I made the customer calm down and said I understood his mind.
반면에 사생활의 침해를 가져다 줄 수 있어요. 	On the other hand, it can invade privacy.
연말에 같이 못 있어 준다고 나 안 삐져.	It's okay even if we can't be together at the year-end.
운전사가 돈을 많이 버는 모양이에요.	The driver seems to be making a lot of money.
그렇게 생각해 주시니 고맙고 가족과 즐거운 시간 보내세요.	Thanks for your consideration, but I still have a long way to go.
그러면 넌 호텔이 보일 것이고 그 옆에 경찰서가 있어.	Then you will see the hotel and there is a police station next to it.
그는 교토에서 즐겁게 지내요.	He is having fun in Kyoto.
난 그의 거짓말을 더는 못 참겠어.	I cannot stand his lies anymore.
당신이 전화해야지 내 목소리를 들을 수 있습니다.	You have to call me to hear my voice.
몸 관리 잘하고 게임은 하루에 한 시간만 해라.	Just play a game one hour a day and take care of yourself.
난 어제 알코올을 너무 많이 먹었어요.	I drank too much alcohol yesterday.
어떻게 요리하는지 알려 주시겠어요?	Could you tell me how to cook?
나는 이 계획대로 이번 여름방학을 알차게 보내고싶어요.	I want to be able to stick to my summer plans and have a good time.
오늘 언제 자유 시간을 갖게 됩니까?	When will we have free time today?
내용을 추가해서 오늘 저녁에 보내도록 하겠습니다.	I'll send it this evening after adding some content.
한국의 화장품이 그곳에서 유명한가요?	Is Korean cosmetics famous there?
여행객을 위해 편안하고 안락한 서비스를 제공해 줍니다.	We kindly ask for your positive reply about this case.
함부로 분해했다가 고장 날까 봐 당신의 조언을 구하려고 해요.	I would like to ask for your advice because I am worried that I might break it if I disassemble it myself thoughtlessly.
마지막으로 학교로 오실 수 있는 교통편에 관해 소개 하겠습니다.	Lastly, I'll introduce ways to come to our school by transportations.
꼭 좋은 여행이 될 수 있게 할게요.	We will make it a good trip.
사진이나 제품명을 나에게 알려주세요.	Let me know the picture or the product name.
소고기나 생선 중 하나를 선택하세요.	You can choose either beef or fish.
당신이 결근하고자 하면 매니저에게 미리 말해야 해요.	If you want to have a day off, you have to give a notice to your manager in advance.
오빠가 필리핀 운전 면허증이 없어요.	My brother doesn't have a Philippine driving license.
너는 한국의 어떤 물건을 가지고 싶니?	Which Korean product do you want to have?
그녀의 표정은 진지하고 집중하고 있는 표정이었어요.	Her expression was serious and focused.
원래 연습 시간은 6시 30분입니다.	The practice was supposed to start at 6:30.
이 사진의 부재는 1초후 아슬아슬한 사진들입니다.	The subtitle for these pics are 1 second thrills.
왜 최근 너희 제품 들이 안정적이지 못한 것인지 설명 부탁해요.	Please explain to us why your products are unstable at the moment.
유선이나 스카이프로 먼저 말 걸어주세요.	First, talk to us on the phone or Skype.
이번 황금연휴에는 집에 있을 거예요.	I'm staying home this Golden Week.
첨부한 사진을 보면 폴리싱한 것인지 의심이 듭니다.	From the attached picture, I doubt that it is polished.
런던 셜록 홈스 박물관에 갔을 때 방명록에 이름을 썼어.	I wrote my name on the visitors' book when I visited the Sherlock Holmes museum in London.
