id,qid1,qid2,question1,question2,is_duplicate
3341,6681,6682,썸남이 약속 자꾸 미루는데 내가 싫은걸까?,썸남이 약속 자꾸 미루는데,0
3342,6683,6684,썸남이 여사친 만나러 간대.,썸남이 다른 여사친 만나러 간대.,0
3343,6685,6686,썸남이 연락이 안돼,썸남이 연락을 안 받아,0
3344,6687,6688,썸남이 연애가 다 짧은게 맘에 걸려.,썸남 보고 싶다.,1
3345,6689,6690,썸남이 오디션 나간대,썸남이 등산 간대,1
3346,6691,6692,썸남이 짝남 됐어요. 위로해 주세요.,썸남이랑 끝나고 짝남하기로 했어요 위로 좀.,0
3347,6693,6694,썸남이 춥다고 옷 잠궈주는데 설레.,썸남이 춥다고 옷 잠궈 줬어.,0
3348,6695,6696,썸남이 카톡에서 하트 붙였어!,썸남이 카톡에서 하트 붙였어!,0
3349,6697,6698,썸남이 톡이 느려,썸남이 톡이 느려,0
3350,6699,6700,썸남이랑 궁합,썸남이랑 궁합,0
3351,6701,6702,썸남이랑 꽁냥거리는데 설레.,썸남이랑 꽁냥거리는데 설레.,0
3352,6703,6704,썸남이랑 끝인 것 같아. 촉이 와.,썸남이랑 끝인 것 같아. 촉이 와.,0
3353,6705,6706,썸남이랑 뭐하지,썸남이랑 뭐하지,0
3354,6707,6708,썸남이랑 밥 먹기로 했는데 뭐 먹자고 하지?,썸남이랑 밥 먹기로 했는데 뭐 먹자고 하지?,0
3355,6709,6710,썸남이랑 벚꽃 놀이 가고 싶어.,썸남이랑 벚꽃 놀이 가고 싶어.,0
3356,6711,6712,썸남이랑 여행가도 돼?,썸남이랑 여행가도 돼?,0
3357,6713,6714,썸남이랑 영화 뭐 보지,영화 뭐 보지,0
3358,6715,6716,썸남이랑 헬스장에서 운동 가능?,썸남이랑 헬스장에서 운동 가능?,0
3359,6717,6718,썸남인데 넘 귀여워. 어쩌지?,썸남인데 넘 귀여워. 어쩌지?,0
3360,6719,6720,썸남인데 모텔 가자고 함. 어떻게 거절해?,썸남인데 모텔 가자고 함. 어떻게 거절해?,0
3361,6721,6722,썸남인줄 알았는데 짝남이었나봐.,썸남인줄 알았는데 짝남이었나봐.,0
3362,6723,6724,썸남한테 같이 카공하자고 할까?,썸남한테 같이 카공하자고 할까?,0
3363,6725,6726,썸남한테 같이 카페에서 공부하자고 할까?,썸남한테 같이 카페에서 공부하자고 할까?,0
3364,6727,6728,썸남한테 먼저 연락해도 될까?,썸남한테 먼저 연락해도 될까?,0
3365,6729,6730,썸남한테 뭐라고 카톡하지,썸남한테 뭐라고 카톡하지,0
3366,6731,6732,썸남한테 빼빼로 줄까?,썸남한테 빼빼로 줄까?,0
3367,6733,6734,썸남한테 소개팅 나가라고 해볼까?,썸남한테 소개팅 나가라고 해볼까?,0
3368,6735,6736,썸남한테 소개팅 나간다고 해볼까?,썸남한테 소개팅 나간다고 해볼까?,0
3369,6737,6738,썸남한테 영화 보자고 해볼까?,썸남한테 영화 보자고 해볼까?,0
3370,6739,6740,썸남한테 책 같이 읽자고 할까?,썸남한테 책 같이 읽자고 할까?,0
3371,6741,6742,썸남한테 책 선물해도 괜찮을까?,썸남한테 책 선물해도 괜찮을까?,0
3372,6743,6744,썸남한테 크리스마스 선물 오바?,썸남한테 크리스마스 선물 오바?,0
3373,6745,6746,썸남한테 표현 못하겠어. 어떻게 해?,표현 못하겠어. 어떻게 해?,0
3374,6747,6748,썸녀 꿈 꿨어.,썸녀 꿈 꿨어.,0
3375,6749,6750,썸녀 만나는데 뭐 입지?,썸녀 만나는데 뭐 입지?,0
3376,6751,6752,썸녀 웃기는 방법 좀,웃기는 방법 좀,0
3377,6753,6754,썸녀 주변에 남자가 많아,주변에 남자가 많아,0
3378,6755,6756,썸녀 태도가 짜증남,썸녀 태도가 짜증남,0
3379,6757,6758,썸녀 화이트데이 선물 뭐가 좋을까?,화이트데이 선물 뭐가 좋을까?,0
3380,6759,6760,썸녀가 그냥 오빠 동생으로 지내자 했음.,그냥 오빠 동생으로 지내자 했음.,0
3381,6761,6762,썸녀가 약속 시간을 안 지킴.,약속 시간을 안 지킴.,0
3382,6763,6764,썸녀가 오디션 붙었대,회사 짝남오빠 게임 초대 톡 옴.,1
3383,6765,6766,썸녀가 짝녀 됐습니다.,회사에 좋아하는 남자가 생겼어 어떡하지?,1
3384,6767,6768,썸녀랑 거의 사귀는 수준인데 꼭 고백해야해?,회사에서 어떤 사람이랑 자꾸 눈 마추쳐.,1
3385,6769,6770,썸녀랑 밥 먹는데 어디가지?,회식 중이라고 하는데 연락이 안돼.,1
3386,6771,6772,썸녀랑 어떤 대화를 해야 해?,회식하는데 나만 챙겨줘. 썸임?,1
3387,6773,6774,썸녀한테 미련 남아,후회없이 사랑하고 싶어,1
3388,6775,6776,썸녀한테 여행가자고 해도 됨?,왠지 눈치 보임.,1
3389,6777,6778,썸녀한테 크리스마스 선물 오바인 부분?,눈치 보임.,1
3390,6779,6780,썸도 문화차이가 있나,흑기사 해주는 짝남.,1
3391,6781,6782,썸도 후폭풍 옴?,힘든 연애 좋은 연애라는게 무슨 차이일까?,1
3392,6783,6784,썸만 타고 싶어,힘들어서 결혼할까봐,1
3393,6785,6786,썸만 타고 싶어. 사귀는 건 걱정돼.,사귀는 건 걱정돼.,0
3394,6787,6788,썸말고 사귀고 싶어,썸말고 사귀고 싶어,0
3395,6789,6790,썸에도 유통기한이 있어?,썸에도 유통기한이 있어?,0
3396,6791,6792,썸에서 발전하고 싶어,썸에서 발전하고 싶어,0
3397,6793,6794,썸에서 연애로 못넘가요,썸에서 연애로 넘어갔어요,0
3398,6795,6796,썸에서 연인될 수 있을까,썸에서 연인으로 발전할 수 있을까,0
3399,6797,6798,썸에서 자꾸 끝나요,썸에서 끝나요,0
3400,6799,6800,썸은 꼭 타야 해?,썸 좀 타다가 연애로 가는 건가?,1
3401,6801,6802,썸은 어떻게 타는거야,썸은 어떻게 타는거야,0
3402,6803,6804,썸은 얼마나 타,썸은 보통 얼마나 타,0
3403,6805,6806,썸은 연락만?,썸은 연락만 주고 받는 사이인건가?,0
3404,6807,6808,썸은 왜 타?,썸은 왜 타게 되는 걸까?,0
3405,6809,6810,썸은 좋았는데 연애는 별로,썸까지 좋았는데 연애 상대로는 별로,0
3406,6811,6812,썸은 좋은데 사귀긴 싫어,썸은 좋은데 사귀긴 싫은건 어떻게 해,0
3407,6813,6814,썸을 오래 탔는데 사귀어도 괜찮은 사람일까?,썸을 오래 탔는데 사귀어도 괜찮겠지?,0
3408,6815,6816,썸을 오래 탔는데 사귀어도 되는 거야?,썸을 오래 탔는데 사귀어도 되는 거야?,0
3409,6817,6818,썸의 조건이 뭐야,썸의 기준이 뭐야,0
3410,6819,6820,썸이 날 싫어하는 꿈을 꿨어.,썸이 날 싫어하는 꿈을 꿨어.,0
3411,6821,6822,썸이 너무 길어,썸이 너무 긴듯,0
3412,6823,6824,썸이 딱 좋은 것 같아. 연애 싫음.,썸이 딱 좋은 것 같아. 연애 싫음.,0
3413,6825,6826,썸이 뭐임,썸이 뭐야,0
3414,6827,6828,썸이 왜 깨졌는지 모르겠어,썸이 왜 깨졌는지 모르겠어,0
3415,6829,6830,썸이 좋아,썸이 좋아,0
3416,6831,6832,썸이랑 친구 사이,썸이랑 친구 사이,0
3417,6833,6834,썸이었는데 차갑게 대해,썸인 줄 알았는데 싸늘해,0
3418,6835,6836,썸이었으면 좋겠다,썸이었으면 좋겠다,0
3419,6837,6838,썸인 거 같은데 연락이 안돼,썸인 거 같은데 연락 안 하면,1
3420,6839,6840,썸인가 아닌가,썸인가,0
3421,6841,6842,썸인가? 애매한 거 싫어.,썸인가? 애매한 거 싫어.,0
3422,6843,6844,썸인가요,썸인가요,0
3423,6845,6846,썸인데 떠보는 거 같아요,썸인데 떠보는 거 같아요,0
3424,6847,6848,썸인데 선물해도 돼?,썸인데 선물해도 돼?,0
3425,6849,6850,썸인데 어디 가는게 좋음?,썸인데 어디 가는게 좋음?,0
3426,6851,6852,썸인데 연락이 너무 늦어,썸인데 연락이 잘 안돼,0
3427,6853,6854,썸인데 영화보재 뭐 보지?,썸인데 영화 뭐 보지?,0
3428,6855,6856,썸인데 자꾸 외롭다고 해,썸인데 외롭다고 해,0
3429,6857,6858,썸인데 행동은 커플,썸인것 같은데 행동은 커플,0
3430,6859,6860,썸인지 아닌지,썸인지 쌈인지,0
3431,6861,6862,썸인지 아닌지 확신이 안들어,썸인지 아닌지 알 수 있나,0
3432,6863,6864,썸인지 아닌지 확인하는 방법 있어?,썸인지 알려면,0
3433,6865,6866,썸인지 애매모호해,썸인지 애매모호해,0
3434,6867,6868,썸인지 어장인지,썸인지 착각인지,0
3435,6869,6870,썸인지 헷갈려,썸인지 확인하는 방법 있나,0
3436,6871,6872,썸일 때 다른 사람 만나면,썸일 때 다른 사람 만나면,0
3437,6873,6874,썸일 때도 질투함?,썸일 때도 질투나나,0
3438,6875,6876,썸일까?,썸인 건가?,0
3439,6877,6878,썸타고 싶어요,썸이라도 타고 싶어요,0
3440,6879,6880,썸타고 있는데 소개팅 나가도 될까요?,썸타고 있는데 소개팅 나가도 될까요?,0
3441,6881,6882,썸타고 있어요,썸타고 있어요,0
3442,6883,6884,썸타는 사람이 나한테 관심 없는 것 같아.,썸타는 사람이 나한테 관심 없는 것 같아.,0
3443,6885,6886,썸타는 사람이 많은 거 같은데,썸타는 사람이 많은 거 같은데,0
3444,6887,6888,썸타는 사람이 플라토닉 사랑을 이해해줄까?,썸타는 사람이 플라토닉 사랑을 이해해줄까?,0
3445,6889,6890,썸타는 애랑 노래방 가는데,썸타는 애랑 노래방 가는데,0
3446,6891,6892,썸타는 애랑 잘되는 팁 좀,썸타는 애랑 잘되는 팁 좀,0
3447,6893,6894,썸타는 중인데 계속 먼저 연락해도 됨?,썸타는 중인데 계속 먼저 연락해도 됨?,0
3448,6895,6896,썸타는거 친구한테 이야기 한고 싶다.,아 꿈에서 맨날 나와,1
3449,6897,6898,썸타는데 갠톡 안하면,썸타는데 갑자기 톡 안하면,0
3450,6899,6900,썸타는데 돈 필요하대,썸타는데 돈 필요하대,0
3451,6901,6902,썸타다 지침,썸타다 끝났나,0
3452,6903,6904,썸타다가 갑자기 연락이 없어,썸타다가 갑자기 연락이 없어,0
3453,6905,6906,썸타던 여자가 갑자기 돌아섰어,썸타던 여자가 갑자기 돌아섰어,0
3454,6907,6908,썸탈때 스킨십 해도 돼?,썸탈때 스킨십 해도 돼?,0
3455,6909,6910,썸탈때 여자가 먼저 연락하면 안돼?,썸탈때 여자가 먼저 연락해도 돼?,0
3456,6911,6912,썸탈때 카톡,썸탈때 카톡,0
3457,6913,6914,쏘주,씁쓸하네.,1
3458,6915,6916,쓰레기,쓰레기새끼,0
3459,6917,6918,쓰레기기는 또 언제 치워,쓰레기 언제 비워,0
3460,6919,6920,쓰레기를 안고 있는 나,아 성격 좀 고치고싶어,1
3461,6921,6922,쓸데 없는 걱정 1위 연예인 걱정,연예인 걱정이 제일 쓸데 없어,0
3462,6923,6924,쓸모 없게 느껴져,내가 쓸모없는 인간 같아,0
3463,6925,6926,쓸쓸하다,고독한 밤,0
3464,6927,6928,씁쓸,아 오늘 하루는 어떻게 잊어볼까,1
3465,6929,6930,씨씨인데 몰래 만나고 있는데 공개 연애 하자고 할까?,씨씨인데 공개 연애 하자고 할까?,0
3466,6931,6932,씻고 자야 되는데,씻고 자야지,0
3467,6933,6934,씻기 싫어,씻기도 귀찮다,0
3468,6935,6936,씻어도 냄새나는 거 같애,씻어도 냄새나는 거 같애,0
3469,6937,6938,아 괜히 헤어지자고 했나봐,아 오늘 힘드네ㅜㅜ,1
3470,6939,6940,아 놔 생리통,생리통 심해,0
3471,6941,6942,아 놔 왜 사냐,왜 살까,0
3472,6943,6944,아 또 참지 못하고 카톡 프사를 봐버렷네,아 정말 지옥이네.,1
3473,6945,6946,아 몰라 자야겠다.,잘래,0
3474,6947,6948,아 아른거려,아! 어찌해야 되나,1
3475,6949,6950,아 오늘 힘드네,아. 힘든 날이네,0
3476,6951,6952,아 잇몸 시려,잇몸이 시려,0
3477,6953,6954,아 잠수라니,아.빌어먹을 이제야 알다니.,1
3478,6955,6956,아 진짜 아쉽다.,아쉬움만 남아,0
3479,6957,6958,아 혼자있는게 너무 무섭네,아따 엿먹일 방법 없나,1
3480,6959,6960,아. 상담 좀 해 줘,아름다운 사랑도 아니고 이건 뭐.,1
3481,6961,6962,아.벌받고 있는거네,아름답게 헤어지고 회사 그만둔 전남친,1
3482,6963,6964,아기 좋아하는 남자 어때?,아기 좋아하는 남자 어때?,0
3483,6965,6966,아기 좋아하는 여자 어때?,아기 좋아하는 여자 어때?,0
3484,6967,6968,아기 키우는거 너무 어려울 것 같아,아기 키울 수 있을까,0
3485,6969,6970,아낌없이 퍼주는 스타일. 호구인걸까?,아낌없이 퍼주는 스타일. 호구인걸까?,0
3486,6971,6972,아날로그 감성 좋다,아날로그가 좋아,0
3487,6973,6974,아날로그 감성 카메라 샀어,필름 카메라 샀어,0
3488,6975,6976,아내한테 만족해?,아내한테 만족해?,0
3489,6977,6978,아놔 동생이 약점 잡고 늘어지네 ,동생한테 약점 잡혔어,0
3490,6979,6980,아놔 왜 이러지,요즘 나 왜 이러지,0
3491,6981,6982,아놔 코 막혀,코 막혀,0
3492,6983,6984,아닌 척 하면서 나 싫어해,티 안 나게 나 싫어해,0
3493,6985,6986,아닌건 아니다,아무것도 아닌 글에 화가 치밀어 오르네,1
3494,6987,6988,아련하게 조금씩 잊게 되나보네,아무것도 안되네,1
3495,6989,6990,아름다운 이별은 없겠지,아름다운 이별은 없겠지,0
3496,6991,6992,아름다운 이별은 없는걸까 ㅠ,아무도 안 놀아줘,1
3497,6993,6994,아름답게 잊혀지길,아름답게 잊혀지길,0
3498,6995,6996,아마 평생 모르겠지.,내마음 평생 모르겠지.,0
3499,6997,6998,아메리카노 한 잔,진한 커피 한잔,0
3500,6999,7000,아무 것도 하기 싫어,하고 싶은 게 없어,0
3501,7001,7002,아무 것도 할 수 없는,아무리 기다려도 이젠 안돌아오나봐,1
3502,7003,7004,아무 생각 없이 쉬고 싶다,쉬는 날에는 쉬고 싶다,0
3503,7005,7006,아무 생각이 안든다.,머릿속이 하얘졌어,0
3504,7007,7008,아무것도 아닌 일이 될 수 있을까,아무리 매달려도,1
3505,7009,7010,아무것도 하기 싫어,아무리 생각 안하려 해도,1
3506,7011,7012,아무도 모르게 있고 싶어,조용히 있고 싶어,0
3507,7013,7014,아무도 없어,혼자가 편해,0
3508,7015,7016,아무래도 우울증 걸린 거 같아,우울증 걸린 거 같아,0
3509,7017,7018,아무래도 전공을 잘못 골랐나봐,전공 잘못 골랐나봐,0
3510,7019,7020,아무래도 탈모왔나봐,탈모인가,0
3511,7021,7022,아무래도 헤어져야 할까 봐,아무일도 없었던 것처럼 살고 싶어,1
3512,7023,7024,아무리 꽉 붙들어도 무너지는건 한순간,아이디 생각 안나,1
3513,7025,7026,아무리 눈치 없어도 좋아하는 티 내면 알아채나요?,눈치 없는 편인데 좋아하는 티 내면 알아채나요?,0
3514,7027,7028,아무리 미친놈 욕을해도,아직 멀었나봐,1
3515,7029,7030,아무리 바빠도 연락을 해야하는 거 아냐?,아무리 바빠도 연락을 해야하는 거 아냐?,0
3516,7031,7032,아무리 열심히 해도 타고난 사람은 못 따라가겠지?,아무리 열심히 해도 선천적인 건 못 따라가겠지?,0
3517,7033,7034,아무리 지쳐도 집에 가면 있는 내편,아무리 지쳐도 집에 가면 있는 내편,0
3518,7035,7036,"아무리 힘들어도, 밥은 먹히더라구",아직 준비가 안됐는데.,1
3519,7037,7038,아무말이나 막했어,말조심해야지,0
3520,7039,7040,아부 잘 하는 사람 부러워,아부도 기술인가봐,0
3521,7041,7042,아부쟁이가 부러워,아부 잘 하는 사람 부럽기도 해,0
3522,7043,7044,아빠 술 좀 끊으라고 해줘,아빠가 술 너무 많이 먹어,0
3523,7045,7046,아빠가 담배 끊었으면 좋겠어,아빠가 담배 그만 피웠으면,0
3524,7047,7048,아빠가 술 좀 끊었으면,아빠가 술 좀 그만 먹었으면,0
3525,7049,7050,아예 일찍 출근하면 되겠지.,아예 일찍 출근해야지,0
3526,7051,7052,아오 그놈에 꿈,아직도 그대로인걸,1
3527,7053,7054,아울렛 쇼핑 재밌다.,아울렛 가서 쇼핑하고 옴,0
3528,7055,7056,아이고 소리가 절로 나온다,먹고 살기 힘들다,0
3529,7057,7058,아이고 의미 없다.,의미 없어,0
3530,7059,7060,아이고 추워라,추워,0
3531,7061,7062,아이공 허리 아파라,허리 아파,0
3532,7063,7064,아이돌 오빠들 좋아,아이돌 너무 좋아,0
3533,7065,7066,아이돌이 남친이면 좋을텐데,내 남자친구 아이돌이면 좋겠다.,0
3534,7067,7068,아이돌이 여친이면 좋겠다.,내 여자친구 아이돌이야,0
3535,7069,7070,아이디 생각 안나,셀프웨딩이 유행이래,1
3536,7071,7072,아이라이너 그리기 귀찮은데 문신할까?,아이라이너 문신 해볼까,0
3537,7073,7074,아이스크림 너무 비싸,아이스크림이 오랜만에 사먹는데 너무 비싸,0
3538,7075,7076,아직 결혼은 못할 거 같은데 동거해도 될까?,아직 결혼은 못할 거 같은데 동거해도 될까?,0
3539,7077,7078,아직 그리운 그대,아직도 꿈같고 너무 괴로워,1
3540,7079,7080,아직 노후 준비는 이르지?,노후 걱정할 나이는 아닌데,0
3541,7081,7082,아직 마음을 모르겠는데 고백해도 돼?,아직 확신 없는데 고백해도 돼?,0
3542,7083,7084,아직 많이 부족한가,내가 많이 부족한가,0
3543,7085,7086,아직 사귀지도 않는데 의심을 해.,혼자 썸타는 기분이야.,1
3544,7087,7088,아직 아주 많이 사랑하는데 나는 말야,아직도 너무 힙듭니다.,1
3545,7089,7090,아직 장난인 것 같아,장난스러운 사이,0
3546,7091,7092,아직 좋아하는데 헤어지자고 하는 경우 있어?,혼자 좋아하는 것 같아,1
